left_observation_id,right_observation_id,component,value,availability,normalization_method,source_fields,warnings
obs_c21d789f14a613fc6b0083e2,obs_e9c8066d01dd67e1f9d375ef,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_c21d789f14a613fc6b0083e2,obs_e9c8066d01dd67e1f9d375ef,d_time,0.3686697278911565,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_c21d789f14a613fc6b0083e2,obs_aabd161899dc613ecf88b1d9,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_c21d789f14a613fc6b0083e2,obs_aabd161899dc613ecf88b1d9,d_causal,0.1809305454876118,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_c21d789f14a613fc6b0083e2,obs_aabd161899dc613ecf88b1d9,d_inv,0.24081863317341126,available,mean bounded relative numeric difference,invariant_summary,
obs_c21d789f14a613fc6b0083e2,obs_aabd161899dc613ecf88b1d9,d_spec,0.17090576126710755,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_c21d789f14a613fc6b0083e2,obs_aabd161899dc613ecf88b1d9,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_c21d789f14a613fc6b0083e2,obs_aabd161899dc613ecf88b1d9,d_time,0.30139836734693876,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_c21d789f14a613fc6b0083e2,obs_322c862d474a379bd8df7674,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_c21d789f14a613fc6b0083e2,obs_322c862d474a379bd8df7674,d_causal,0.1809305454876118,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_c21d789f14a613fc6b0083e2,obs_322c862d474a379bd8df7674,d_inv,0.34923372435892847,available,mean bounded relative numeric difference,invariant_summary,
obs_c21d789f14a613fc6b0083e2,obs_322c862d474a379bd8df7674,d_spec,0.38548850610742297,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_c21d789f14a613fc6b0083e2,obs_322c862d474a379bd8df7674,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_c21d789f14a613fc6b0083e2,obs_322c862d474a379bd8df7674,d_time,0.35903253401360546,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_c21d789f14a613fc6b0083e2,obs_4ef6a9c1a3b2d0659064e20b,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_c21d789f14a613fc6b0083e2,obs_4ef6a9c1a3b2d0659064e20b,d_causal,0.16991074426695718,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_c21d789f14a613fc6b0083e2,obs_4ef6a9c1a3b2d0659064e20b,d_inv,0.20565243497336172,available,mean bounded relative numeric difference,invariant_summary,
obs_c21d789f14a613fc6b0083e2,obs_4ef6a9c1a3b2d0659064e20b,d_spec,0.4364737266184157,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_c21d789f14a613fc6b0083e2,obs_4ef6a9c1a3b2d0659064e20b,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_c21d789f14a613fc6b0083e2,obs_4ef6a9c1a3b2d0659064e20b,d_time,0.2970521768707483,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_c21d789f14a613fc6b0083e2,obs_7d8b6ee929f2a0a0cf7af8f5,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_c21d789f14a613fc6b0083e2,obs_7d8b6ee929f2a0a0cf7af8f5,d_causal,0.16991074426695718,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_c21d789f14a613fc6b0083e2,obs_7d8b6ee929f2a0a0cf7af8f5,d_inv,0.3396810167270365,available,mean bounded relative numeric difference,invariant_summary,
obs_c21d789f14a613fc6b0083e2,obs_7d8b6ee929f2a0a0cf7af8f5,d_spec,0.4154612105345612,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_c21d789f14a613fc6b0083e2,obs_7d8b6ee929f2a0a0cf7af8f5,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_c21d789f14a613fc6b0083e2,obs_7d8b6ee929f2a0a0cf7af8f5,d_time,0.35903253401360546,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_c21d789f14a613fc6b0083e2,obs_b41d2dded4b9ccd5ecd128d5,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_c21d789f14a613fc6b0083e2,obs_b41d2dded4b9ccd5ecd128d5,d_causal,0.0,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_c21d789f14a613fc6b0083e2,obs_b41d2dded4b9ccd5ecd128d5,d_inv,0.0,available,mean bounded relative numeric difference,invariant_summary,
obs_c21d789f14a613fc6b0083e2,obs_b41d2dded4b9ccd5ecd128d5,d_spec,0.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_c21d789f14a613fc6b0083e2,obs_b41d2dded4b9ccd5ecd128d5,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_c21d789f14a613fc6b0083e2,obs_b41d2dded4b9ccd5ecd128d5,d_time,0.38461538461538464,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_c21d789f14a613fc6b0083e2,obs_a3582497f15ead2a2fc1280f,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_c21d789f14a613fc6b0083e2,obs_a3582497f15ead2a2fc1280f,d_causal,0.0,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_c21d789f14a613fc6b0083e2,obs_a3582497f15ead2a2fc1280f,d_inv,0.3770421455678638,available,mean bounded relative numeric difference,invariant_summary,
obs_c21d789f14a613fc6b0083e2,obs_a3582497f15ead2a2fc1280f,d_spec,0.47727968175725527,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_c21d789f14a613fc6b0083e2,obs_a3582497f15ead2a2fc1280f,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_c21d789f14a613fc6b0083e2,obs_a3582497f15ead2a2fc1280f,d_time,0.4913803506017792,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_c21d789f14a613fc6b0083e2,obs_f855844ba74f991c9ab0ba6d,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_c21d789f14a613fc6b0083e2,obs_f855844ba74f991c9ab0ba6d,d_causal,0.02545647245432595,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_c21d789f14a613fc6b0083e2,obs_f855844ba74f991c9ab0ba6d,d_inv,0.1397565904716432,available,mean bounded relative numeric difference,invariant_summary,
obs_c21d789f14a613fc6b0083e2,obs_f855844ba74f991c9ab0ba6d,d_spec,0.2291848758615446,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_c21d789f14a613fc6b0083e2,obs_f855844ba74f991c9ab0ba6d,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_c21d789f14a613fc6b0083e2,obs_f855844ba74f991c9ab0ba6d,d_time,0.4002994662480377,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_c21d789f14a613fc6b0083e2,obs_20877377330b5094380e86df,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_c21d789f14a613fc6b0083e2,obs_20877377330b5094380e86df,d_causal,0.02545647245432595,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_c21d789f14a613fc6b0083e2,obs_20877377330b5094380e86df,d_inv,0.37896869939480493,available,mean bounded relative numeric difference,invariant_summary,
obs_c21d789f14a613fc6b0083e2,obs_20877377330b5094380e86df,d_spec,0.5348597205040589,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_c21d789f14a613fc6b0083e2,obs_20877377330b5094380e86df,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_c21d789f14a613fc6b0083e2,obs_20877377330b5094380e86df,d_time,0.4817431567242282,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_c21d789f14a613fc6b0083e2,obs_8d92e32fec459dd0746ec799,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_c21d789f14a613fc6b0083e2,obs_8d92e32fec459dd0746ec799,d_causal,0.0055528219394489365,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_c21d789f14a613fc6b0083e2,obs_8d92e32fec459dd0746ec799,d_inv,0.2054366130179671,available,mean bounded relative numeric difference,invariant_summary,
obs_c21d789f14a613fc6b0083e2,obs_8d92e32fec459dd0746ec799,d_spec,0.5474893040942691,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_c21d789f14a613fc6b0083e2,obs_8d92e32fec459dd0746ec799,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_c21d789f14a613fc6b0083e2,obs_8d92e32fec459dd0746ec799,d_time,0.39595327577184725,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_c21d789f14a613fc6b0083e2,obs_11180e544727ce850ebf3a6a,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_c21d789f14a613fc6b0083e2,obs_11180e544727ce850ebf3a6a,d_causal,0.0055528219394489365,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_c21d789f14a613fc6b0083e2,obs_11180e544727ce850ebf3a6a,d_inv,0.38708120417031666,available,mean bounded relative numeric difference,invariant_summary,
obs_c21d789f14a613fc6b0083e2,obs_11180e544727ce850ebf3a6a,d_spec,0.5836290020345049,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_c21d789f14a613fc6b0083e2,obs_11180e544727ce850ebf3a6a,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_c21d789f14a613fc6b0083e2,obs_11180e544727ce850ebf3a6a,d_time,0.4817431567242282,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_c21d789f14a613fc6b0083e2,obs_979ad629051487c82499339e,d_addr,0.6041666666666666,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_c21d789f14a613fc6b0083e2,obs_979ad629051487c82499339e,d_causal,0.1875,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_c21d789f14a613fc6b0083e2,obs_979ad629051487c82499339e,d_inv,0.0,available,mean bounded relative numeric difference,invariant_summary,
obs_c21d789f14a613fc6b0083e2,obs_979ad629051487c82499339e,d_spec,0.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_c21d789f14a613fc6b0083e2,obs_979ad629051487c82499339e,d_struct,0.9444444444444444,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_c21d789f14a613fc6b0083e2,obs_979ad629051487c82499339e,d_time,0.36666666666666664,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_c21d789f14a613fc6b0083e2,obs_2c0e6630085a94e0f0b4dd07,d_addr,0.6041666666666666,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_c21d789f14a613fc6b0083e2,obs_2c0e6630085a94e0f0b4dd07,d_causal,0.1875,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_c21d789f14a613fc6b0083e2,obs_2c0e6630085a94e0f0b4dd07,d_inv,0.3770421455678638,available,mean bounded relative numeric difference,invariant_summary,
obs_c21d789f14a613fc6b0083e2,obs_2c0e6630085a94e0f0b4dd07,d_spec,0.47727968175725527,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_c21d789f14a613fc6b0083e2,obs_2c0e6630085a94e0f0b4dd07,d_struct,0.9444444444444444,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_c21d789f14a613fc6b0083e2,obs_2c0e6630085a94e0f0b4dd07,d_time,0.4734316326530612,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_c21d789f14a613fc6b0083e2,obs_0033e7ce631563262f7b0bbe,d_addr,0.6041666666666666,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_c21d789f14a613fc6b0083e2,obs_0033e7ce631563262f7b0bbe,d_causal,0.21295647245432595,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_c21d789f14a613fc6b0083e2,obs_0033e7ce631563262f7b0bbe,d_inv,0.1397565904716432,available,mean bounded relative numeric difference,invariant_summary,
obs_c21d789f14a613fc6b0083e2,obs_0033e7ce631563262f7b0bbe,d_spec,0.2291848758615446,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_c21d789f14a613fc6b0083e2,obs_0033e7ce631563262f7b0bbe,d_struct,0.9444444444444444,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_c21d789f14a613fc6b0083e2,obs_0033e7ce631563262f7b0bbe,d_time,0.3823507482993197,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_c21d789f14a613fc6b0083e2,obs_118430be7d682f480e3902ea,d_addr,0.6041666666666666,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_c21d789f14a613fc6b0083e2,obs_118430be7d682f480e3902ea,d_causal,0.21295647245432595,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_c21d789f14a613fc6b0083e2,obs_118430be7d682f480e3902ea,d_inv,0.37896869939480493,available,mean bounded relative numeric difference,invariant_summary,
obs_c21d789f14a613fc6b0083e2,obs_118430be7d682f480e3902ea,d_spec,0.5348597205040589,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_c21d789f14a613fc6b0083e2,obs_118430be7d682f480e3902ea,d_struct,0.9444444444444444,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_c21d789f14a613fc6b0083e2,obs_118430be7d682f480e3902ea,d_time,0.4637944387755102,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
